decision_timestamp,entry_timestamp,exit_timestamp,side,rrms_tier,quantity,entry_price,stop_price,target_price,exit_price,exit_reason,gross_pnl,costs,net_pnl,result_r,equity_after
2021-05-24T16:45:00Z,2021-05-24T16:45:00Z,2021-05-25T13:30:00Z,long,0,1626,25.732573,25.640347331322307,25.82479866867769,25.637783296589173,stop,-154.1280577460017,16.26,-170.3880577460017,-1.1362314300701009,99829.61194225399
2021-05-25T14:30:00Z,2021-05-25T14:30:00Z,2021-05-26T13:45:00Z,short,1,2482,25.917408000000002,26.058136183467912,25.77667981653209,25.779257484513746,target,342.8895794368871,24.82,318.0695794368871,0.9106243847415076,100147.68152169087
2021-07-12T18:45:00Z,2021-07-12T18:45:00Z,2021-07-13T13:30:00Z,short,0,2199,24.29757,24.365863025934576,24.229276974065424,24.23169990176283,target,144.84834602353646,21.990000000000002,122.85834602353646,0.8180937580755728,100270.53986771441
2021-09-30T16:00:00Z,2021-09-30T16:00:00Z,2021-09-30T17:45:00Z,short,0,1149,20.427957,20.55874732237401,20.297166677625988,20.560803197106246,stop,-152.64028047507742,11.49,-164.13028047507743,-1.0921771161153664,100106.40958723934
2021-10-06T15:00:00Z,2021-10-06T15:00:00Z,2021-10-06T18:00:00Z,long,1,2952,20.812081,20.69340932235613,20.93075267764387,20.928659602376104,target,344.1400342142622,29.52,314.6200342142622,0.898096365469303,100421.0296214536
2022-02-14T16:00:00Z,2022-02-14T16:00:00Z,2022-02-15T14:30:00Z,short,0,1159,22.047795,22.17768392936712,21.91790607063288,21.920097861239945,target,148.0009838229042,11.59,136.4109838229042,0.9061367995989476,100557.44060527651
2022-03-07T17:15:00Z,2022-03-07T17:15:00Z,2022-03-07T19:15:00Z,long,0,943,23.532353,23.37248021983749,23.69222578016251,23.689856557584495,target,148.52585480217812,9.43,139.0958548021781,0.9226308408132932,100696.53646007869
2022-04-11T15:30:00Z,2022-04-11T15:30:00Z,2022-04-11T16:45:00Z,long,0,1670,23.072307,22.98187035646521,23.16274364353479,22.979572169429563,stop,-154.8671670526275,16.7,-171.5671670526275,-1.1359867699083093,100524.96929302606
2022-06-15T18:15:00Z,2022-06-15T18:15:00Z,2022-06-15T18:30:00Z,short,1,2067,19.788021,19.95818015691613,19.617861843083872,19.96017597493182,stop,-355.8443331840675,20.67,-376.51433318406754,-1.070497634291892,100148.454959842
2022-09-22T17:30:00Z,2022-09-22T17:30:00Z,2022-09-23T13:30:00Z,long,2,7794,18.061805999999997,17.971867708006496,18.1517442919935,17.970070521235694,stop,-714.9863214889758,77.94,-792.9263214889759,-1.1311697888553827,99355.52863835302
2022-09-27T18:45:00Z,2022-09-27T18:45:00Z,2022-09-28T13:45:00Z,long,3,12405,17.0017,16.88156559423579,17.121834405764208,17.12012222232363,target,1469.0276679246354,124.05,1344.9776679246354,0.9025076674240544,100700.50630627766
2022-10-20T16:30:00Z,2022-10-20T16:30:00Z,2022-10-20T17:45:00Z,short,0,1268,17.328266999999997,17.44738909469264,17.209144905307355,17.210865819797885,target,148.864696496278,12.68,136.18469649627798,0.9016058731944535,100836.69100277394
2022-11-28T17:45:00Z,2022-11-28T17:45:00Z,2022-11-28T18:00:00Z,long,0,1384,19.40194,19.29268628305317,19.51119371694683,19.290757014424862,stop,-153.87725203599015,13.84,-167.71725203599016,-1.1091886753300237,100668.97375073795
2022-12-15T18:15:00Z,2022-12-15T18:15:00Z,2022-12-16T14:30:00Z,short,1,2649,21.267873,21.400868582442012,21.13487741755799,21.136990905299747,target,346.7066688609741,26.490000000000002,320.2166688609741,0.908918119539514,100989.19041959892
2023-02-02T18:15:00Z,2023-02-02T18:15:00Z,2023-02-03T14:30:00Z,long,0,1350,21.622162,21.509999581949263,21.734324418050736,21.50784858199107,stop,-154.32311431205522,13.5,-167.82311431205522,-1.1083339693398593,100821.36730528687
2023-03-21T16:15:00Z,2023-03-21T16:15:00Z,2023-03-21T16:30:00Z,long,1,3521,20.462046,20.361836845350496,20.562255154649506,20.35980066166596,stop,-360.0058362741542,35.21,-395.2158362741542,-1.1201106198992774,100426.15146901271
2023-05-04T15:30:00Z,2023-05-04T15:30:00Z,2023-05-04T17:00:00Z,short,2,4950,23.757624000000003,23.89961913203247,23.615628867967537,23.902009093945672,stop,-714.7062150310605,49.5,-764.2062150310605,-1.0872562441814522,99661.94525398164
2023-05-15T17:15:00Z,2023-05-15T17:15:00Z,2023-05-16T13:30:00Z,short,3,13687,22.137786000000002,22.247001395451722,22.028570604548282,22.030773461608735,target,1464.6806129612685,136.87,1327.8106129612684,0.8882679771475284,100989.75586694291
2023-06-07T17:30:00Z,2023-06-07T17:30:00Z,2023-06-08T13:30:00Z,long,0,2187,21.522152,21.45288671282947,21.591417287170525,21.589258145441807,target,146.76114008123565,21.87,124.89114008123565,0.82445547798303,101114.64700702415
2023-08-15T16:30:00Z,2023-08-15T16:30:00Z,2023-08-16T13:30:00Z,short,0,1404,20.69793,20.80592624368392,20.58993375631608,20.808006836308287,stop,-154.54787817683606,14.040000000000001,-168.58787817683606,-1.111861229726876,100946.05912884731
