decision_timestamp,entry_timestamp,side,entry_reference,jaw,stop_reference,zone_id,zone_side,zone_lower,zone_upper,zone_status,qualified_score,current_score,trigger_timestamp,trigger_open,trigger_high,trigger_low,trigger_close,one_hour_atr,one_hour_atr_timestamp,stop_buffer,reward_to_risk
2021-06-02T19:45:00Z,2021-06-02T19:45:00Z,long,419.86,419.07166539411213,419.07166539411213,39,demand,419.12,419.6,active,2,2,2021-06-02T19:30:00Z,419.78,419.88,419.58,419.87,0.9666921177572588,2021-06-02T19:00:00Z,0.048334605887862946,1.0
2021-06-04T19:15:00Z,2021-06-04T19:15:00Z,short,422.37,422.8710684243199,422.8710684243199,20,supply,422.54,422.82,touched,2,2,2021-06-04T19:00:00Z,422.5,422.54,422.34,422.38,1.0213684863977597,2021-06-04T19:00:00Z,0.051068424319887985,1.0
2021-06-11T15:00:00Z,2021-06-11T15:00:00Z,long,423.35,423.0847467640365,423.0847467640365,47,demand,423.1353110825644,423.26,verified,2,3,2021-06-11T14:45:00Z,423.35,423.53,423.22,423.37,1.0112863705578596,2021-06-11T15:00:00Z,0.05056431852789298,1.0
2021-06-16T18:30:00Z,2021-06-16T18:30:00Z,long,421.55,420.7992246000532,420.7992246000532,40,demand,420.84,421.25,rejected,2,3,2021-06-16T18:15:00Z,421.44,421.8,420.31,421.55,0.8155079989354548,2021-06-16T18:00:00Z,0.04077539994677274,1.0
2021-08-03T14:30:00Z,2021-08-03T14:30:00Z,long,437.77,435.84611572360274,435.84611572360274,83,demand,435.911212542928,436.34,active,3,3,2021-08-03T14:15:00Z,436.39,437.97,436.25,437.76,1.3019363865060076,2021-08-03T14:30:00Z,0.06509681932530038,1.0
2021-08-19T16:15:00Z,2021-08-19T16:15:00Z,short,440.35,441.1127133431228,441.1127133431228,86,supply,440.85,441.03,verified,3,3,2021-08-19T16:00:00Z,440.73,441.14,440.06,440.36,1.6542668624559291,2021-08-19T16:00:00Z,0.08271334312279646,1.0
2021-09-16T13:45:00Z,2021-09-16T13:45:00Z,short,447.1,448.53190043881455,448.53190043881455,114,supply,448.0794170958048,448.46,touched,4,4,2021-09-16T13:30:00Z,447.32,448.27,446.85,447.11,1.4380087762914484,2021-09-15T20:00:00Z,0.07190043881457242,1.0
2021-10-15T16:45:00Z,2021-10-15T16:45:00Z,long,445.29,444.0302822795485,444.0302822795485,134,demand,444.11,444.89,verified,3,3,2021-10-15T16:30:00Z,444.99,445.33,444.81,445.3,1.5943544090300232,2021-10-15T16:00:00Z,0.07971772045150116,1.0
2021-11-22T18:30:00Z,2021-11-22T18:30:00Z,long,470.99,470.1855055739789,470.1855055739789,177,demand,470.26,470.65,verified,2,3,2021-11-22T18:15:00Z,470.68,471.14,470.63,470.98,1.489888520421841,2021-11-22T18:00:00Z,0.07449442602109206,1.0
2021-12-02T20:15:00Z,2021-12-02T20:15:00Z,short,457.72,459.09596619032726,459.09596619032726,166,supply,457.77,458.94,verified,4,4,2021-12-02T20:00:00Z,457.78,458.57,456.98,457.73,3.1193238065454367,2021-12-02T20:00:00Z,0.15596619032727185,1.0
