decision_timestamp,entry_timestamp,exit_timestamp,side,rrms_tier,quantity,entry_price,stop_price,target_price,exit_price,exit_reason,gross_pnl,costs,net_pnl,result_r,equity_after
2021-03-24T15:15:00Z,2021-03-24T15:15:00Z,2021-03-24T15:45:00Z,short,0,226,327.38725800000003,328.0485511377096,326.7259648622905,326.7586374587767,target,142.06824231646874,2.2600000000000002,139.80824231646875,0.93547098245411,100139.80824231647
2021-05-19T15:15:00Z,2021-05-19T15:15:00Z,2021-05-19T17:00:00Z,long,0,95,337.113708,335.54594409948766,338.6814719005123,338.64760375332224,target,145.72009656561562,0.9500000000000001,144.77009656561563,0.9720186520586976,100284.57833888209
2021-05-20T17:45:00Z,2021-05-20T17:45:00Z,2021-05-21T13:30:00Z,long,0,137,341.904187,340.81153480895006,342.9968391910499,342.9625395071308,target,144.99429347692626,1.37,143.62429347692625,0.9594567381258752,100428.20263235901
2021-06-10T14:30:00Z,2021-06-10T14:30:00Z,2021-06-10T14:45:00Z,short,0,222,346.32536400000004,347.00364380491953,345.64708419508054,345.68164890350005,target,142.9047514229975,2.22,140.6847514229975,0.9342974564533902,100568.88738378201
2021-07-22T14:45:00Z,2021-07-22T14:45:00Z,2021-07-22T18:15:00Z,long,0,162,347.814778,346.8868000976372,348.7427559023628,348.7078816267725,target,144.6827875371497,1.62,143.0627875371497,0.9516429480960724,100711.95017131916
2021-08-18T18:15:00Z,2021-08-18T18:15:00Z,2021-08-18T19:30:00Z,short,0,102,352.654731,354.1250006541962,351.18446134580387,351.21957979193843,target,146.38542322228295,1.02,145.36542322228294,0.9693128087043129,100857.31559454143
2021-09-27T14:45:00Z,2021-09-27T14:45:00Z,2021-09-27T15:00:00Z,short,0,174,350.16498,351.03223163687755,349.2977283631225,349.3326581359588,target,144.8240043431697,1.74,143.08400434316968,0.9481929224162656,101000.3995988846
2021-09-27T16:15:00Z,2021-09-27T16:15:00Z,2021-09-27T19:45:00Z,long,0,147,349.44494100000003,348.4167494635113,350.4731325364888,348.38190778856494,stop,-156.26588208095728,1.47,-157.73588208095728,-1.04361218056654,100842.66371680364
2021-10-07T14:45:00Z,2021-10-07T14:45:00Z,2021-10-07T18:00:00Z,short,0,154,349.30506599999995,350.2814157116584,348.3287162883415,348.3635491599704,target,144.99359336455507,1.54,143.45359336455508,0.9540811339487186,100986.11731016819
2021-11-22T17:30:00Z,2021-11-22T17:30:00Z,2021-11-22T20:00:00Z,short,0,164,358.194177,359.1170463696448,357.27130763035524,359.1529580742818,stop,-157.2400961822109,1.6400000000000001,-158.88009618221088,-1.0497488660336174,100827.23721398598
2021-12-07T19:00:00Z,2021-12-07T19:00:00Z,2021-12-07T20:30:00Z,short,0,233,357.81421500000005,358.46240734430586,357.16602265569423,357.2017392579598,target,142.70684789538063,2.33,140.37684789538062,0.9294706229298146,100967.61406188137
2022-03-09T15:45:00Z,2022-03-09T15:45:00Z,2022-03-09T17:30:00Z,short,0,78,332.9667,334.8851377670311,331.0482622329689,334.9186262808078,stop,-152.25024990300926,0.78,-153.03024990300926,-1.022668712284589,100814.58381197836
2022-04-07T18:30:00Z,2022-04-07T18:30:00Z,2022-04-07T18:45:00Z,short,0,224,344.995497,345.66784182983736,344.32315217016264,345.7024086140203,stop,-158.34820154055342,2.24,-160.58820154055343,-1.0662856055482004,100653.9956104378
2022-05-09T18:45:00Z,2022-05-09T18:45:00Z,2022-05-09T19:00:00Z,short,0,91,323.997597,325.646414174004,322.34877982599596,325.67897881542143,stop,-153.00574520335158,0.91,-153.91574520335158,-1.0258152584097957,100500.07986523445
2022-05-17T17:30:00Z,2022-05-17T17:30:00Z,2022-05-17T18:15:00Z,short,0,82,325.907406,327.7402837852295,324.07452821477045,324.1069356675919,target,147.6385672574604,0.8200000000000001,146.81856725746042,0.9768629129758573,100646.89843249191
2022-06-06T14:45:00Z,2022-06-06T14:45:00Z,2022-06-06T15:00:00Z,short,0,188,332.24677199999996,333.0482937937318,331.44525020626816,331.4783947312888,target,144.4549265176986,1.8800000000000001,142.5749265176986,0.946171738113609,100789.47335900961
2023-01-10T16:00:00Z,2023-01-10T16:00:00Z,2023-01-11T14:30:00Z,long,0,68,335.903587,333.6850262135642,338.12214778643585,338.0883355716572,target,148.56290287268735,0.68,147.88290287268734,0.9802519655776262,100937.3562618823
2023-01-17T18:45:00Z,2023-01-17T18:45:00Z,2023-01-17T20:45:00Z,long,0,167,339.843981,338.9383818877013,340.74958011229864,338.90448804951257,stop,-156.89532273139912,1.67,-158.5653227313991,-1.048469391801131,100778.7909391509
2023-02-06T16:00:00Z,2023-02-06T16:00:00Z,2023-02-07T17:45:00Z,long,0,87,338.153812,336.4198668118657,339.88775718813434,339.85376841241555,target,147.89620788015122,0.87,147.02620788015122,0.9746308153107612,100925.81714703105
2023-02-15T18:15:00Z,2023-02-15T18:15:00Z,2023-02-15T20:45:00Z,long,0,107,340.164013,338.76086517303787,341.56716082696215,341.53300411087946,target,146.48204886410105,1.07,145.41204886410105,0.9685302466110846,101071.22919589515
2023-03-21T17:15:00Z,2023-03-21T17:15:00Z,2023-03-21T19:30:00Z,long,0,108,324.14241100000004,322.7459662893374,325.5388557106627,325.5063018250916,target,147.30020910988992,1.08,146.2202091098899,0.9695269814507134,101217.44940500504
2023-03-28T14:30:00Z,2023-03-28T14:30:00Z,2023-03-28T17:15:00Z,short,0,126,324.93750300000005,326.13512446224644,323.73988153775366,323.77225552590744,target,146.8211817356688,1.26,145.5611817356688,0.9646182124406006,101363.01058674071
2023-04-25T15:00:00Z,2023-04-25T15:00:00Z,2023-04-25T15:45:00Z,long,0,155,338.143811,337.165366728464,339.12225527153606,337.13165019179115,stop,-156.8849252723757,1.55,-158.43492527237572,-1.0446796388354465,101204.57566146833
2023-04-25T16:45:00Z,2023-04-25T16:45:00Z,2023-04-25T16:45:00Z,long,0,266,337.33373,336.76344767643087,337.90401232356913,336.72977133166324,stop,-160.65300577757785,2.66,-163.31300577757784,-1.0765872322576608,101041.26265569076
2023-08-02T17:15:00Z,2023-08-02T17:15:00Z,2023-08-02T19:15:00Z,short,0,260,353.35466099999996,353.9370215716265,352.77230042837346,352.8075776584163,target,142.24166881175847,2.6,139.64166881175848,0.9222522398513943,101180.90432450252
2023-08-21T18:00:00Z,2023-08-21T18:00:00Z,2023-08-21T18:30:00Z,short,0,250,344.035593,344.64127718454404,343.429908815456,344.67574131226246,stop,-160.0370780656135,2.5,-162.5370780656135,-1.0734114062296272,101018.36724643692
2023-08-22T16:45:00Z,2023-08-22T16:45:00Z,2023-08-23T17:00:00Z,long,0,138,343.52434900000003,342.4324921364965,344.6162058635036,344.58174424291724,target,145.92054352257492,1.3800000000000001,144.54054352257492,0.9592788926163149,101162.90778995948
2023-09-11T16:30:00Z,2023-09-11T16:30:00Z,2023-09-12T13:30:00Z,long,0,199,347.33473000000004,346.5726758573136,348.0967841426865,346.53801858972787,stop,-158.54557064416116,1.99,-160.53557064416117,-1.0586011742266572,101002.37221931532
2024-02-20T18:30:00Z,2024-02-20T18:30:00Z,2024-02-20T19:45:00Z,short,0,178,385.11148499999996,385.9602078276406,384.2627621723593,385.99880384842334,stop,-157.94275501936102,1.78,-159.72275501936102,-1.0572578222242772,100842.64946429596
2024-02-28T15:30:00Z,2024-02-28T15:30:00Z,2024-02-28T16:00:00Z,long,0,166,388.618858,387.7120834482972,389.52563255170276,389.4866799884476,target,144.0584500822996,1.6600000000000001,142.3984500822996,0.946014626057541,100985.04791437826
2024-03-12T15:00:00Z,2024-03-12T15:00:00Z,2024-03-12T15:45:00Z,short,0,267,390.86091,391.4267486186145,390.29507138138547,390.3341008885236,target,140.658032764194,2.67,137.988032764194,0.913350723112202,101123.03594714245
2024-04-09T15:15:00Z,2024-04-09T15:15:00Z,2024-04-09T15:45:00Z,long,0,148,386.448641,385.42869771898137,387.46858428101865,387.42983742259054,target,145.21707054339822,1.48,143.73707054339823,0.9522063046687972,101266.77301768585
2024-05-29T16:45:00Z,2024-05-29T16:45:00Z,2024-05-30T13:30:00Z,short,0,227,384.981498,385.6486436817441,384.3143523182559,384.3527837534877,target,142.71813395828946,2.27,140.44813395828945,0.9274050082956377,101407.22115164413
2024-06-06T16:45:00Z,2024-06-06T16:45:00Z,2024-06-06T18:00:00Z,long,0,224,388.92888899999997,388.2522356298069,389.60554237019306,388.2134104062439,stop,-160.2672050013607,2.24,-162.50720500136072,-1.0721569206831079,101244.71394664278
2024-07-30T18:45:00Z,2024-07-30T18:45:00Z,2024-07-30T19:45:00Z,short,0,153,406.919304,407.911754325616,405.926853674384,407.9525455010486,stop,-158.0859496604304,1.53,-159.6159496604304,-1.0511775492652833,101085.09799698235
2024-08-08T18:45:00Z,2024-08-08T18:45:00Z,2024-08-09T13:30:00Z,short,0,129,393.990597,395.16061591815185,392.8205780818481,392.8598601396563,target,145.8650549843358,1.29,144.57505498433582,0.9578792641352977,101229.67305196669
2024-09-17T17:30:00Z,2024-09-17T17:30:00Z,2024-09-18T18:00:00Z,long,0,134,417.031699,415.9059656442841,418.1574323557159,418.1156166124803,target,145.24496007236291,1.34,143.9049600723629,0.9539715662039381,101373.57801203906
2024-10-23T18:45:00Z,2024-10-23T18:45:00Z,2024-10-24T15:30:00Z,long,0,76,424.962492,422.97605026704827,426.94893373295173,422.93375266202156,stop,-154.18418968636115,0.76,-154.94418968636114,-1.0263272786506517,101218.6338223527
2025-04-15T14:30:00Z,2025-04-15T14:30:00Z,2025-04-16T13:30:00Z,short,0,65,405.789417,408.1018152415419,403.47701875845814,403.51736646033396,target,147.68328507829352,0.65,147.03328507829352,0.9782270627215813,101365.66710743099
2025-05-06T16:45:00Z,2025-05-06T16:45:00Z,2025-05-07T16:00:00Z,short,0,85,409.249071,411.0330998502393,407.46504214976073,411.07420316022433,stop,-155.13623361906667,0.85,-155.98623361906667,-1.0286448898952383,101209.68087381191
2025-08-19T16:15:00Z,2025-08-19T16:15:00Z,2025-08-19T18:00:00Z,long,0,242,449.14491000000004,448.5189016245361,449.77091837546396,448.47404973437364,stop,-162.34818428158928,2.42,-164.76818428158927,-1.0876216554160743,101044.91268953032
2025-11-25T16:00:00Z,2025-11-25T16:00:00Z,2025-11-25T17:15:00Z,short,0,66,467.593236,469.85987492578045,465.32659707421953,469.906860913273,stop,-152.69924427602007,0.66,-153.35924427602006,-1.0251411845285214,100891.55344525429
2025-12-18T16:30:00Z,2025-12-18T16:30:00Z,2025-12-18T17:00:00Z,short,0,109,483.811614,485.1887627860175,482.43446521398255,482.48270866050393,target,144.85068200507368,1.09,143.76068200507368,0.9577072229865482,101035.31412725936
2025-12-18T18:15:00Z,2025-12-18T18:15:00Z,2025-12-18T19:45:00Z,long,0,98,481.76817200000005,480.22437603162194,483.31196796837816,480.1763535940188,stop,-155.99820378616323,0.98,-156.97820378616322,-1.0375842655322576,100878.3359234732
2026-01-15T18:00:00Z,2026-01-15T18:00:00Z,2026-01-16T15:00:00Z,short,0,91,494.760519,496.4167645423557,493.1042734576443,493.15358388499004,target,146.23109546590513,0.91,145.32109546590513,0.9641898342794106,101023.6570189391
2026-01-20T17:15:00Z,2026-01-20T17:15:00Z,2026-01-20T17:30:00Z,short,0,120,488.17117800000005,489.4256315656127,486.9167244343874,486.96541610683084,target,144.69142718030525,1.2,143.49142718030527,0.9532133559564725,101167.1484461194
