decision_timestamp,entry_timestamp,side,entry_reference,jaw,stop_reference,zone_id,zone_side,zone_lower,zone_upper,zone_status,qualified_score,current_score,trigger_timestamp,trigger_open,trigger_high,trigger_low,trigger_close,one_hour_atr,one_hour_atr_timestamp,stop_buffer,reward_to_risk
2021-03-24T15:15:00Z,2021-03-24T15:15:00Z,short,327.42,328.0485511377096,328.0485511377096,215,supply,327.6360350616978,327.98,active,2,2,2021-03-24T15:00:00Z,327.54,327.73,327.27,327.33,1.3710227541914033,2021-03-24T15:00:00Z,0.06855113770957016,1.0
2021-03-25T14:00:00Z,2021-03-25T14:00:00Z,long,322.34,320.9322339128161,320.9322339128161,204,demand,321.0,321.77,verified,2,3,2021-03-25T13:45:00Z,321.79,322.58,321.45,322.31,1.355321743678206,2021-03-24T20:00:00Z,0.06776608718391029,1.0
2021-05-19T15:15:00Z,2021-05-19T15:15:00Z,long,337.08,335.54594409948766,335.54594409948766,228,demand,335.6229372804907,336.16,touched,4,4,2021-05-19T15:00:00Z,336.46,337.15,336.05,337.07,1.5398636200611777,2021-05-19T15:00:00Z,0.0769931810030589,1.0
2021-05-20T17:45:00Z,2021-05-20T17:45:00Z,long,341.87,340.81153480895006,340.81153480895006,264,demand,340.89,341.7691800054106,verified,3,3,2021-05-20T17:30:00Z,341.82,341.96,341.75,341.95,1.569303820998226,2021-05-20T17:00:00Z,0.0784651910499113,1.0
2021-05-24T14:15:00Z,2021-05-24T14:15:00Z,short,343.68,344.5678790820434,344.5678790820434,269,supply,343.87,344.5,active,2,2,2021-05-24T14:00:00Z,343.72,343.92,343.52,343.68,1.357581640868597,2021-05-21T20:00:00Z,0.06787908204342985,1.0
2021-06-10T14:30:00Z,2021-06-10T14:30:00Z,short,346.36,347.00364380491953,347.00364380491953,282,supply,346.65,346.96,active,3,3,2021-06-10T14:15:00Z,346.58,346.76,346.27,346.36,0.8728760983913916,2021-06-10T14:30:00Z,0.04364380491956958,1.0
2021-06-11T18:45:00Z,2021-06-11T18:45:00Z,short,344.59,345.04417594729586,345.04417594729586,274,supply,344.68,345.0,verified,3,3,2021-06-11T18:30:00Z,344.65,344.73,344.58,344.6,0.883518945916866,2021-06-11T18:00:00Z,0.0441759472958433,1.0
2021-07-12T13:45:00Z,2021-07-12T13:45:00Z,long,348.77,348.3876898118532,348.3876898118532,279,demand,348.4446896455766,348.65,verified,2,4,2021-07-12T13:30:00Z,348.01,348.96,347.37,348.74,1.1399966744685375,2021-07-09T20:00:00Z,0.056999833723426874,1.0
2021-07-19T13:45:00Z,2021-07-19T13:45:00Z,long,342.17,341.4818113511088,341.4818113511088,304,demand,341.53,342.15,active,2,2,2021-07-19T13:30:00Z,341.79,350.03,341.39,342.16,0.9637729778243537,2021-07-16T20:00:00Z,0.048188648891217684,1.0
2021-07-22T13:45:00Z,2021-07-22T13:45:00Z,long,347.77,346.8874001051477,346.8874001051477,280,demand,346.95,347.35,verified,3,4,2021-07-22T13:30:00Z,347.77,347.95,346.68,347.82,1.251997897044955,2021-07-21T20:00:00Z,0.06259989485224775,1.0
2021-07-29T13:45:00Z,2021-07-29T13:45:00Z,short,350.68,351.5016429913838,351.5016429913838,329,supply,351.02,351.45,active,2,2,2021-07-29T13:30:00Z,350.95,351.61,350.53,350.65,1.0328598276764818,2021-07-28T20:00:00Z,0.05164299138382409,1.0
2021-08-02T16:30:00Z,2021-08-02T16:30:00Z,long,349.28,348.65902226442705,348.65902226442705,316,demand,348.71,349.19,rejected,3,3,2021-08-02T16:15:00Z,349.3,349.38,349.02,349.34,1.0195547114583245,2021-08-02T16:00:00Z,0.05097773557291623,1.0
2021-08-18T18:15:00Z,2021-08-18T18:15:00Z,short,352.69,354.1250006541962,354.1250006541962,345,supply,353.64,354.0774270023569,active,4,4,2021-08-18T18:00:00Z,353.4,353.9,352.62,352.79,0.9514730367858659,2021-08-18T18:00:00Z,0.047573651839293296,1.0
2021-08-18T19:45:00Z,2021-08-18T19:45:00Z,long,351.8,351.36889589472065,351.36889589472065,334,demand,351.42,351.71,active,3,3,2021-08-18T19:30:00Z,351.78,351.79,351.13,351.79,1.0220821055868754,2021-08-18T19:00:00Z,0.051104105279343774,1.0
2021-09-27T14:45:00Z,2021-09-27T14:45:00Z,short,350.2,351.03223163687755,351.03223163687755,342,supply,350.4,350.96360067285605,active,4,4,2021-09-27T14:30:00Z,350.29,350.45,350.12,350.17,1.372619280429678,2021-09-27T14:30:00Z,0.0686309640214839,1.0
2021-09-27T16:15:00Z,2021-09-27T16:15:00Z,long,349.41,348.4167494635113,348.4167494635113,380,demand,348.4825613661625,349.19,verified,2,3,2021-09-27T16:00:00Z,349.24,349.53,349.05,349.44,1.3162380530235487,2021-09-27T16:00:00Z,0.06581190265117744,1.0
