zone_id,origin_side,current_side,lower,upper,origin_timestamp,available_timestamp,qualified_timestamp,qualified_lower,qualified_upper,qualified_score,qualified_sources,status,score,current_score,sources,source_details,pivot_count,last_pivot_bar_index,approach_ready,pending_touch_bar_index,rejection_cooldown_until,touches,retests,last_touch_timestamp,break_timestamp,invalidated_timestamp
1107,demand,demand,580.5,581.9,2024-12-20T14:30:00Z,2024-12-20T18:00:00Z,2025-01-03T15:30:00Z,580.5,581.9,2,pivot|repeated_pivot,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2024-12-20T14:30:00Z|pivot:2025-01-02T18:00:00Z|volume:POC:2025-01-10:581.174375,2,6517,True,,6568,2,2,2025-01-14T19:00:00Z,2025-01-14T15:30:00Z,2025-02-13T17:00:00Z
1111,demand,demand,590.76,592.03,2024-12-27T17:00:00Z,2024-12-27T21:00:00Z,2025-01-17T15:30:00Z,590.76,592.03,4,pivot|repeated_pivot|role_flip|volume_profile,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2024-12-27T17:00:00Z|volume:POC:2025-01-03:590.928958|pivot:2025-01-16T18:00:00Z|pivot:2025-02-03T15:00:00Z,3,6654,True,,6656,3,4,2025-02-03T15:30:00Z,2025-01-15T19:00:00Z,2025-02-20T17:00:00Z
1112,demand,supply,584.41,585.36,2024-12-30T15:00:00Z,2024-12-30T19:00:00Z,2025-01-02T16:00:00Z,584.41,585.36,2,pivot|repeated_pivot,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2024-12-30T15:00:00Z|pivot:2024-12-31T19:00:00Z|pivot:2025-01-14T14:30:00Z,3,6562,False,,6565,2,1,2025-01-14T15:30:00Z,2025-01-15T15:30:00Z,2025-01-23T21:00:00Z
1120,demand,supply,578.35,579.12,2025-01-10T17:00:00Z,2025-01-10T21:00:00Z,2025-01-14T21:00:00Z,578.35,579.12,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2025-01-10T17:00:00Z|pivot:2025-01-14T17:00:00Z,2,6565,False,,6798,1,3,2025-03-04T18:00:00Z,2025-03-04T15:30:00Z,2025-03-04T19:00:00Z
1128,demand,demand,604.94,605.98,2025-01-23T14:30:00Z,2025-01-23T18:00:00Z,2025-01-30T18:00:00Z,604.94,605.98,3,pivot|repeated_pivot|role_flip,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2025-01-23T14:30:00Z|pivot:2025-01-30T14:30:00Z|volume:POC:2025-02-06:605.103542|pivot:2025-02-11T19:00:00Z,3,6700,False,,6713,3,4,2025-02-21T16:00:00Z,2025-02-21T18:00:00Z,2025-03-03T17:00:00Z
1129,supply,supply,609.46,610.78,2025-01-24T14:30:00Z,2025-01-24T18:00:00Z,2025-01-31T20:00:00Z,609.46,610.78,2,pivot|repeated_pivot,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2025-01-24T14:30:00Z|pivot:2025-01-31T16:00:00Z|volume:POC:2025-02-14:609.830000,2,6648,True,,6740,1,2,2025-02-20T16:00:00Z,2025-02-20T15:30:00Z,2025-03-14T20:00:00Z
1131,supply,demand,604.87,605.37,2025-01-28T20:00:00Z,2025-01-29T17:00:00Z,2025-02-10T19:00:00Z,604.87,605.37,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2025-01-28T20:00:00Z|pivot:2025-02-10T15:00:00Z|pivot:2025-02-10T19:00:00Z,2,6689,False,,6715,3,5,2025-02-13T19:00:00Z,2025-02-21T18:00:00Z,2025-03-03T17:00:00Z
1137,demand,supply,598.58,599.90765860954,2025-02-05T15:00:00Z,2025-02-05T19:00:00Z,2025-02-26T20:00:00Z,598.58,599.90765860954,4,pivot|repeated_pivot|role_flip|volume_profile,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2025-02-05T15:00:00Z|volume:POC:2025-02-21:599.695625|pivot:2025-02-26T16:00:00Z,2,6767,True,,6769,3,1,2025-02-26T16:00:00Z,2025-02-24T16:00:00Z,2025-03-27T14:30:00Z
1140,supply,supply,607.09,608.13,2025-02-07T14:30:00Z,2025-02-07T18:00:00Z,2025-02-13T19:00:00Z,607.09,608.13,2,pivot|repeated_pivot,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2025-02-07T14:30:00Z|pivot:2025-02-13T15:00:00Z,2,6710,True,,6748,0,2,2025-02-21T17:00:00Z,2025-02-21T16:00:00Z,2025-03-28T20:00:00Z
1148,supply,supply,610.51,611.0,2025-02-14T15:00:00Z,2025-02-14T19:00:00Z,2025-02-18T18:00:00Z,610.51,611.0,2,pivot|repeated_pivot,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2025-02-14T15:00:00Z|pivot:2025-02-18T14:30:00Z|pivot:2025-02-20T20:00:00Z,3,6743,True,,6745,1,2,2025-02-20T21:00:00Z,2025-02-20T15:30:00Z,2025-04-07T14:30:00Z
1161,demand,supply,583.05,585.1990685129136,2025-02-28T14:30:00Z,2025-02-28T18:00:00Z,2025-03-06T17:00:00Z,583.05,585.1990685129136,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2025-02-28T14:30:00Z|pivot:2025-03-05T20:00:00Z,2,6806,True,,6801,1,1,2025-03-04T21:00:00Z,2025-03-04T15:30:00Z,2025-04-17T20:00:00Z
1168,demand,supply,565.63,567.1,2025-03-07T16:00:00Z,2025-03-07T20:00:00Z,2025-03-17T17:00:00Z,565.63,567.1,3,pivot|repeated_pivot|role_flip,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2025-03-07T16:00:00Z|pivot:2025-03-17T13:30:00Z|volume:POC:2025-03-20:565.754792|pivot:2025-04-02T17:00:00Z,3,6944,True,,6946,2,5,2025-04-02T18:00:00Z,2025-03-28T14:30:00Z,2025-04-28T15:00:00Z
1179,supply,supply,575.19,576.41,2025-03-25T14:00:00Z,2025-03-25T18:00:00Z,2025-03-26T17:00:00Z,575.19,576.41,2,pivot|repeated_pivot,expired,2,2,pivot|repeated_pivot,pivot:2025-03-25T14:00:00Z|pivot:2025-03-26T13:30:00Z,2,6905,False,,6909,1,0,2025-03-26T14:30:00Z,2025-05-12T14:30:00Z,2025-05-19T20:00:00Z
1197,supply,demand,541.52,544.28,2025-04-14T13:30:00Z,2025-04-14T17:00:00Z,2025-04-15T18:00:00Z,541.52,544.28,2,pivot|repeated_pivot,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2025-04-14T13:30:00Z|pivot:2025-04-15T14:00:00Z,2,7004,True,,7076,2,1,2025-04-30T14:30:00Z,2025-04-24T17:00:00Z,2025-06-03T20:00:00Z
1222,supply,demand,588.09,589.08,2025-05-13T19:00:00Z,2025-05-14T16:00:00Z,2025-05-19T17:00:00Z,588.09,589.08,3,pivot|repeated_pivot|role_flip,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2025-05-13T19:00:00Z|pivot:2025-05-19T13:30:00Z|pivot:2025-05-21T13:30:00Z|volume:POC:2025-05-29:588.595208,3,7178,True,,7230,4,7,2025-06-02T15:00:00Z,2025-05-30T20:00:00Z,2025-07-07T15:00:00Z
1230,supply,demand,585.85,587.18,2025-05-22T19:00:00Z,2025-05-23T16:00:00Z,2025-05-29T20:00:00Z,585.85,587.18,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2025-05-22T19:00:00Z|pivot:2025-05-29T16:00:00Z,2,7216,False,,7218,2,1,2025-05-29T16:00:00Z,2025-05-30T17:00:00Z,2025-06-09T16:00:00Z
1245,supply,supply,603.92,605.06,2025-06-11T14:00:00Z,2025-06-11T18:00:00Z,2025-06-16T18:00:00Z,603.92,605.06,2,pivot|repeated_pivot,expired,2,2,pivot|repeated_pivot,pivot:2025-06-11T14:00:00Z|pivot:2025-06-16T14:00:00Z,2,7298,False,,-1,1,0,2025-06-24T14:30:00Z,2025-06-24T16:00:00Z,2025-07-02T15:00:00Z
1267,supply,demand,626.46,626.88,2025-07-10T18:00:00Z,2025-07-11T15:00:00Z,2025-07-21T14:30:00Z,626.46,626.88,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2025-07-10T18:00:00Z|pivot:2025-07-18T17:00:00Z|pivot:2025-07-22T13:30:00Z,3,7462,False,,7465,2,1,2025-07-22T14:30:00Z,2025-08-01T14:30:00Z,2025-08-08T20:00:00Z
1284,demand,supply,631.54,632.637724886699,2025-07-30T19:00:00Z,2025-07-31T16:00:00Z,2025-08-05T17:00:00Z,631.54,632.637724886699,3,pivot|repeated_pivot|role_flip,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2025-07-30T19:00:00Z|pivot:2025-08-05T13:30:00Z|volume:POC:2025-08-06:632.444375,2,7532,False,,7552,2,3,2025-08-07T18:00:00Z,2025-08-08T14:30:00Z,2025-08-15T20:00:00Z
1295,supply,demand,645.62,646.19,2025-08-13T13:30:00Z,2025-08-13T17:00:00Z,2025-08-15T17:00:00Z,645.62,646.19,2,pivot|repeated_pivot,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2025-08-13T13:30:00Z|pivot:2025-08-15T13:30:00Z|pivot:2025-08-22T15:00:00Z,3,7625,False,,7691,4,3,2025-09-05T17:00:00Z,2025-09-05T18:00:00Z,2025-09-15T17:00:00Z
1296,demand,demand,642.18,642.78,2025-08-14T13:30:00Z,2025-08-14T17:00:00Z,2025-08-18T20:00:00Z,642.18,642.78,2,pivot|repeated_pivot,expired,2,2,pivot|repeated_pivot,pivot:2025-08-14T13:30:00Z|pivot:2025-08-18T16:00:00Z,2,7598,False,,7593,2,0,2025-08-19T14:30:00Z,2025-08-19T15:00:00Z,2025-08-27T14:30:00Z
1301,supply,demand,643.2897262326155,644.11,2025-08-19T14:00:00Z,2025-08-19T18:00:00Z,2025-08-25T17:00:00Z,643.2897262326155,644.11,3,pivot|repeated_pivot|role_flip,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2025-08-19T14:00:00Z|pivot:2025-08-25T13:30:00Z|volume:POC:2025-08-25:644.003750|pivot:2025-09-03T15:00:00Z|pivot:2025-09-05T15:00:00Z,4,7688,True,,7690,1,5,2025-09-05T15:00:00Z,2025-09-04T14:30:00Z,2025-10-08T14:30:00Z
1327,supply,supply,661.46,662.1521605218844,2025-09-16T13:30:00Z,2025-09-16T17:00:00Z,2025-09-24T15:00:00Z,661.46,662.1521605218844,3,pivot|repeated_pivot|role_flip,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2025-09-16T13:30:00Z|pivot:2025-09-23T18:00:00Z|volume:POC:2025-09-23:662.091667|pivot:2025-09-26T14:00:00Z,3,7792,False,,7896,3,6,2025-10-16T19:00:00Z,2025-10-17T18:00:00Z,2025-10-27T17:00:00Z
1341,supply,demand,664.24,665.28,2025-09-29T14:00:00Z,2025-09-29T18:00:00Z,2025-10-13T20:00:00Z,664.24,665.28,3,pivot|repeated_pivot|role_flip,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2025-09-29T14:00:00Z|pivot:2025-10-13T16:00:00Z|volume:POC:2025-10-14:664.511250,2,7871,False,,8039,5,7,2025-11-14T15:30:00Z,2025-11-07T19:00:00Z,2025-11-17T15:30:00Z
1345,supply,supply,672.4671980567448,672.99,2025-10-03T16:00:00Z,2025-10-03T20:00:00Z,2025-10-07T17:00:00Z,672.4671980567448,672.99,2,pivot|repeated_pivot,expired,3,3,pivot|repeated_pivot|volume_profile,pivot:2025-10-03T16:00:00Z|pivot:2025-10-07T13:30:00Z|volume:POC:2025-10-08:672.499375|pivot:2025-10-21T16:00:00Z,3,7913,False,,7932,5,0,2025-10-23T18:00:00Z,2025-10-24T14:30:00Z,2025-10-31T20:00:00Z
1346,demand,demand,668.16,669.24,2025-10-03T17:00:00Z,2025-10-06T14:30:00Z,2025-11-06T21:00:00Z,668.16,669.24,4,pivot|repeated_pivot|role_flip|volume_profile,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2025-10-03T17:00:00Z|volume:POC:2025-10-02:668.911875|pivot:2025-11-06T17:00:00Z,2,7997,False,,7999,4,4,2025-11-06T17:00:00Z,2025-11-07T15:30:00Z,2025-11-14T21:00:00Z
1350,supply,supply,672.7328544502423,673.95,2025-10-09T13:30:00Z,2025-10-09T17:00:00Z,2025-10-10T17:00:00Z,672.7328544502423,673.95,3,order_block|pivot|repeated_pivot,expired,3,3,order_block|pivot|repeated_pivot,pivot:2025-10-09T13:30:00Z|order_block:2025-10-10T13:30:00Z|structure_break:2025-10-10T14:00:00Z|structure_break:2025-10-10T15:00:00Z|pivot:2025-10-10T13:30:00Z,2,7861,False,,7915,2,0,2025-10-21T16:00:00Z,2025-10-24T14:30:00Z,2025-10-31T20:00:00Z
1351,demand,demand,669.02,670.23,2025-10-09T17:00:00Z,2025-10-10T14:30:00Z,2025-10-15T18:00:00Z,669.02,670.23,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2025-10-09T17:00:00Z|pivot:2025-10-15T14:00:00Z,2,7883,False,,7907,2,2,2025-10-22T15:00:00Z,2025-10-22T17:00:00Z,2025-10-30T16:00:00Z
1367,demand,demand,681.32,682.6909497442648,2025-10-30T13:30:00Z,2025-10-30T17:00:00Z,2025-11-11T17:00:00Z,681.32,682.6909497442648,4,pivot|repeated_pivot|role_flip|volume_profile,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2025-10-30T13:30:00Z|volume:POC:2025-10-31:682.281667|pivot:2025-11-10T20:00:00Z,2,8014,False,,8030,2,4,2025-11-12T20:00:00Z,2025-11-13T15:30:00Z,2025-11-20T21:00:00Z
1370,supply,demand,684.6751468164755,685.8,2025-11-03T14:30:00Z,2025-11-03T18:00:00Z,2025-11-12T18:00:00Z,684.6751468164755,685.8,2,pivot|repeated_pivot,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2025-11-03T14:30:00Z|pivot:2025-11-12T14:30:00Z|pivot:2025-12-15T14:30:00Z,3,8173,False,,8249,2,5,2025-12-31T15:30:00Z,2025-12-23T16:00:00Z,2025-12-31T16:00:00Z
1371,demand,supply,674.67,676.0780984848317,2025-11-04T14:30:00Z,2025-11-04T18:00:00Z,2025-11-14T21:00:00Z,674.67,676.0780984848317,4,pivot|repeated_pivot|role_flip|volume_profile,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2025-11-04T14:30:00Z|volume:POC:2025-11-04:675.588750|pivot:2025-11-14T17:00:00Z|pivot:2025-11-20T15:00:00Z,3,8065,False,,8067,4,3,2025-11-25T21:00:00Z,2025-11-26T15:30:00Z,2025-12-05T17:00:00Z
1373,supply,supply,680.03,680.86,2025-11-05T18:00:00Z,2025-11-06T15:30:00Z,2025-12-18T20:00:00Z,680.03,680.86,5,order_block|pivot|repeated_pivot|role_flip|volume_profile,expired,5,5,order_block|pivot|repeated_pivot|role_flip|volume_profile,pivot:2025-11-05T18:00:00Z|order_block:2025-11-05T18:00:00Z|structure_break:2025-11-06T15:00:00Z|volume:POC:2025-12-15:680.470625|pivot:2025-12-18T16:00:00Z,2,8196,False,,8198,3,6,2025-12-18T16:00:00Z,2025-12-22T15:30:00Z,2025-12-31T17:00:00Z
1388,supply,supply,681.33408678624,682.11,2025-11-26T17:00:00Z,2025-11-26T21:00:00Z,2025-12-09T15:30:00Z,681.33408678624,682.11,4,pivot|repeated_pivot|role_flip|volume_profile,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2025-11-26T17:00:00Z|volume:POC:2025-12-02:681.476250|pivot:2025-12-08T18:00:00Z,2,8142,False,,8176,4,4,2025-12-15T16:00:00Z,2025-12-22T15:30:00Z,2025-12-31T17:00:00Z
1389,supply,supply,683.3319649060243,683.82,2025-11-28T17:00:00Z,2025-12-01T17:00:00Z,2025-12-02T20:00:00Z,683.3319649060243,683.82,2,pivot|repeated_pivot,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2025-11-28T17:00:00Z|pivot:2025-12-02T16:00:00Z|volume:POC:2025-12-04:683.438958,2,8112,False,,8257,3,6,2026-01-02T16:00:00Z,2026-01-05T15:30:00Z,2026-01-12T21:00:00Z
1393,supply,demand,684.97,685.39,2025-12-04T14:30:00Z,2025-12-04T18:00:00Z,2025-12-09T20:00:00Z,684.97,685.39,3,pivot|repeated_pivot|role_flip,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2025-12-04T14:30:00Z|pivot:2025-12-09T16:00:00Z|pivot:2025-12-22T17:00:00Z|volume:POC:2025-12-31:685.358958,3,8211,False,,8256,1,7,2026-01-02T15:30:00Z,2026-01-02T16:00:00Z,2026-01-12T15:30:00Z
1413,demand,supply,685.8535658214627,686.84,2025-12-29T17:00:00Z,2025-12-29T21:00:00Z,2026-01-14T21:00:00Z,685.8535658214627,686.84,4,order_block|pivot|repeated_pivot|role_flip,expired,5,5,order_block|pivot|repeated_pivot|role_flip|volume_profile,pivot:2025-12-29T17:00:00Z|order_block:2026-01-02T14:30:00Z|structure_break:2026-01-02T15:00:00Z|pivot:2026-01-14T17:00:00Z|volume:POC:2026-02-03:686.454375,2,8313,False,,8481,3,9,2026-02-19T16:00:00Z,2026-02-18T20:00:00Z,2026-02-19T17:00:00Z
1422,supply,supply,688.5,689.43,2026-01-05T16:00:00Z,2026-01-05T20:00:00Z,2026-02-19T15:30:00Z,688.5,689.43,4,pivot|repeated_pivot|role_flip|volume_profile,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2026-01-05T16:00:00Z|volume:POC:2026-01-08:689.120208|pivot:2026-02-18T18:00:00Z,2,8475,False,,8490,4,10,2026-02-20T16:00:00Z,2026-02-25T15:30:00Z,2026-03-04T21:00:00Z
1423,supply,supply,693.52,694.79,2026-01-07T17:00:00Z,2026-01-07T21:00:00Z,2026-01-30T17:00:00Z,693.52,694.79,3,pivot|repeated_pivot|role_flip,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2026-01-07T17:00:00Z|pivot:2026-01-29T20:00:00Z|volume:POC:2026-02-09:694.458125,2,8386,True,,8515,6,8,2026-02-25T21:00:00Z,2026-02-10T21:00:00Z,2026-02-27T17:00:00Z
1426,demand,demand,690.63,691.13,2026-01-12T14:30:00Z,2026-01-12T18:00:00Z,2026-01-23T15:30:00Z,690.63,691.13,3,pivot|repeated_pivot|role_flip,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2026-01-12T14:30:00Z|pivot:2026-01-22T18:00:00Z|volume:POC:2026-01-30:691.108125,2,8349,False,,8446,3,8,2026-02-11T16:00:00Z,2026-02-12T16:00:00Z,2026-02-23T15:30:00Z
1427,supply,supply,695.52,696.54,2026-01-13T14:30:00Z,2026-01-13T18:00:00Z,2026-02-10T19:00:00Z,695.52,696.54,4,pivot|repeated_pivot|role_flip|volume_profile,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2026-01-13T14:30:00Z|volume:POC:2026-01-27:695.975000|pivot:2026-02-10T15:00:00Z,2,8437,True,,8446,2,2,2026-02-11T15:30:00Z,2026-02-03T15:30:00Z,2026-03-04T21:00:00Z
1432,demand,supply,675.79,677.65,2026-01-20T20:00:00Z,2026-01-21T17:00:00Z,2026-02-05T20:00:00Z,675.79,677.65,2,pivot|repeated_pivot,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2026-01-20T20:00:00Z|pivot:2026-02-05T16:00:00Z|volume:POC:2026-03-05:676.230000,2,8417,False,,8582,2,3,2026-03-11T18:00:00Z,2026-03-11T16:00:00Z,2026-03-11T19:00:00Z
1433,supply,demand,684.03,685.13,2026-01-21T15:00:00Z,2026-01-21T19:00:00Z,2026-02-04T16:00:00Z,684.03,685.13,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2026-01-21T15:00:00Z|pivot:2026-02-03T19:00:00Z,2,8406,False,,8408,2,1,2026-02-03T19:00:00Z,2026-02-04T18:00:00Z,2026-02-12T17:00:00Z
1441,supply,supply,696.35,697.06,2026-01-29T14:30:00Z,2026-01-29T18:00:00Z,2026-02-02T21:00:00Z,696.35,697.06,2,pivot|repeated_pivot,expired,2,2,pivot|repeated_pivot,pivot:2026-01-29T14:30:00Z|pivot:2026-02-02T17:00:00Z|pivot:2026-02-03T14:30:00Z|pivot:2026-02-11T14:30:00Z,3,8443,True,,8440,2,0,2026-02-10T16:00:00Z,,2026-03-19T20:00:00Z
1444,demand,supply,687.12,688.7249855003263,2026-01-30T18:00:00Z,2026-02-02T15:30:00Z,2026-03-03T16:00:00Z,687.12,688.7249855003263,4,pivot|repeated_pivot|role_flip|volume_profile,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2026-01-30T18:00:00Z|volume:POC:2026-02-20:688.151042|pivot:2026-03-02T19:00:00Z,2,8532,True,,8533,4,7,2026-03-02T19:00:00Z,2026-02-27T15:30:00Z,2026-03-23T17:00:00Z
1453,demand,supply,689.18,690.6973876717896,2026-02-11T15:00:00Z,2026-02-11T19:00:00Z,2026-02-23T15:30:00Z,689.18,690.6973876717896,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2026-02-11T15:00:00Z|pivot:2026-02-20T18:00:00Z,2,8489,True,,8520,0,3,2026-02-26T20:00:00Z,2026-02-26T16:00:00Z,2026-04-02T14:30:00Z
1469,demand,supply,681.64,683.36,2026-02-27T14:30:00Z,2026-02-27T18:00:00Z,2026-03-11T14:30:00Z,681.64,683.36,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2026-02-27T14:30:00Z|pivot:2026-03-10T17:00:00Z,2,8573,False,,8727,4,3,2026-04-13T17:00:00Z,2026-04-13T20:00:00Z,2026-04-21T19:00:00Z
1475,demand,demand,669.76,671.4,2026-03-06T14:30:00Z,2026-03-06T18:00:00Z,2026-03-16T18:00:00Z,669.76,671.4,4,pivot|repeated_pivot|role_flip|volume_profile,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2026-03-06T14:30:00Z|volume:POC:2026-03-09:670.059375|pivot:2026-03-16T14:00:00Z,2,8598,False,,8610,1,4,2026-03-17T18:00:00Z,2026-03-18T14:30:00Z,2026-03-25T20:00:00Z
1482,demand,supply,661.07,662.62,2026-03-13T19:00:00Z,2026-03-16T16:00:00Z,2026-03-23T19:00:00Z,661.07,662.62,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2026-03-13T19:00:00Z|pivot:2026-03-23T15:00:00Z,2,8634,False,,8636,2,1,2026-03-23T15:00:00Z,2026-04-08T14:30:00Z,2026-04-15T20:00:00Z
1499,supply,demand,676.39,677.4,2026-04-08T13:30:00Z,2026-04-08T17:00:00Z,2026-04-13T17:00:00Z,676.39,677.4,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2026-04-08T13:30:00Z|pivot:2026-04-13T13:30:00Z,2,8730,True,,8732,0,1,2026-04-13T14:30:00Z,2026-04-09T16:00:00Z,2026-05-27T20:00:00Z
1503,supply,supply,711.7,712.39,2026-04-17T16:00:00Z,2026-04-17T20:00:00Z,2026-04-23T19:00:00Z,711.7,712.39,2,pivot|repeated_pivot,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2026-04-17T16:00:00Z|pivot:2026-04-23T15:00:00Z,2,8788,False,,8818,2,2,2026-04-29T15:00:00Z,2026-04-30T15:00:00Z,2026-05-08T14:30:00Z
1522,supply,supply,731.83,732.56,2026-05-06T14:00:00Z,2026-05-06T18:00:00Z,2026-05-12T20:00:00Z,731.83,732.56,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2026-05-06T14:00:00Z|pivot:2026-05-12T16:00:00Z,2,8880,False,,9022,1,2,2026-06-10T17:00:00Z,2026-06-11T18:00:00Z,2026-06-22T17:00:00Z
1523,supply,demand,735.4,736.53,2026-05-07T15:00:00Z,2026-05-07T19:00:00Z,2026-06-26T19:00:00Z,735.4,736.53,4,pivot|repeated_pivot|role_flip|volume_profile,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2026-05-07T15:00:00Z|volume:POC:2026-05-12:736.065208|pivot:2026-06-26T15:00:00Z,2,9096,False,,9104,8,9,2026-06-29T15:00:00Z,2026-06-29T14:30:00Z,2026-06-29T16:00:00Z
1536,supply,demand,751.4,752.13,2026-05-26T14:00:00Z,2026-05-26T18:00:00Z,2026-06-04T17:00:00Z,751.4,752.13,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2026-05-26T14:00:00Z|pivot:2026-06-04T13:30:00Z,2,8989,False,,8991,0,1,2026-06-04T14:30:00Z,2026-06-05T14:30:00Z,2026-06-12T20:00:00Z
1539,supply,supply,757.64,758.31,2026-05-29T14:00:00Z,2026-05-29T18:00:00Z,2026-06-05T16:00:00Z,757.64,758.31,3,pivot|repeated_pivot|role_flip,active,3,3,pivot|repeated_pivot|role_flip,pivot:2026-05-29T14:00:00Z|pivot:2026-06-04T19:00:00Z,2,8995,True,,8997,2,2,2026-06-04T19:00:00Z,2026-06-02T14:30:00Z,
1559,supply,demand,749.8038968563882,751.31,2026-06-17T17:00:00Z,2026-06-17T19:00:00Z,2026-07-02T18:00:00Z,749.8038968563882,751.31,3,order_block|pivot|repeated_pivot,touched,5,5,order_block|pivot|repeated_pivot|role_flip|volume_profile,order_block:2026-06-17T17:00:00Z|structure_break:2026-06-17T18:00:00Z|structure_break:2026-06-17T19:00:00Z|pivot:2026-06-22T14:00:00Z|pivot:2026-07-02T14:00:00Z|volume:POC:2026-07-09:750.773750,2,9123,False,9186,9184,6,3,2026-07-16T18:00:00Z,2026-07-14T15:00:00Z,
1575,demand,demand,739.51,740.64,2026-07-02T17:00:00Z,2026-07-06T14:30:00Z,2026-07-08T19:00:00Z,739.51,740.64,2,pivot|repeated_pivot,active,2,2,pivot|repeated_pivot,pivot:2026-07-02T17:00:00Z|pivot:2026-07-08T15:00:00Z,2,9145,True,,9148,1,0,2026-07-08T16:00:00Z,,
