timestamp,zone_id,event,side,lower,upper,score,details
2021-04-21T15:00:00Z,1,created,demand,410.59,410.85,1,pivot
2021-04-22T18:00:00Z,2,created,supply,416.1,416.76,1,order_block
2021-04-23T14:30:00Z,2,merged,supply,416.1,416.78,2,pivot;geometry=updated
2021-04-23T15:00:00Z,4,created,demand,411.13,411.83,1,pivot
2021-04-23T16:00:00Z,2,touch,supply,416.1,416.78,2,
2021-04-23T17:00:00Z,2,broken,supply,416.1,416.78,2,
2021-04-23T19:00:00Z,2,role_flip_retest,demand,416.1,416.78,3,
2021-04-26T16:00:00Z,5,created,supply,417.5323495740133,418.25,1,pivot
2021-04-26T20:00:00Z,5,volume_confluence,supply,417.5323495740133,418.25,2,POC:2021-04-26:417.725208
2021-04-27T14:30:00Z,2,touch,demand,416.1,416.78,3,
2021-04-27T15:00:00Z,2,rejection,demand,416.1,416.78,3,
2021-04-27T16:00:00Z,5,touch,supply,417.5323495740133,418.25,2,
2021-04-27T16:00:00Z,6,created,supply,418.0866820613339,418.22,1,pivot
2021-04-27T17:00:00Z,5,rejection,supply,417.5323495740133,418.25,2,
2021-04-27T18:00:00Z,7,created,demand,416.3,416.85,1,pivot
2021-04-27T20:00:00Z,6,touch,supply,418.0866820613339,418.22,1,
2021-04-28T14:30:00Z,5,broken,supply,417.5323495740133,418.25,2,
2021-04-28T14:30:00Z,6,broken,supply,418.0866820613339,418.22,1,
2021-04-28T18:00:00Z,8,created,supply,418.33626033318296,418.45,1,pivot
2021-04-28T19:00:00Z,5,role_flip_retest,demand,417.5323495740133,418.25,3,
2021-04-28T19:00:00Z,6,role_flip_retest,demand,418.0866820613339,418.22,2,
2021-04-28T20:00:00Z,5,broken,demand,417.5323495740133,418.25,3,
2021-04-28T20:00:00Z,6,broken,demand,418.0866820613339,418.22,2,
2021-04-29T14:30:00Z,8,broken,supply,418.33626033318296,418.45,1,
2021-04-29T15:00:00Z,9,created,demand,416.9,417.31,1,pivot
2021-04-29T16:00:00Z,6,role_flip_retest,supply,418.0866820613339,418.22,2,
2021-04-29T17:00:00Z,2,touch,demand,416.1,416.78,3,
2021-04-29T17:00:00Z,7,touch,demand,416.3,416.85,1,
2021-04-29T17:00:00Z,9,touch,demand,416.9,417.31,1,
2021-04-29T17:00:00Z,10,created,supply,420.33,420.72,1,pivot
2021-04-29T18:00:00Z,2,rejection,demand,416.1,416.78,3,
2021-04-29T18:00:00Z,6,broken,supply,418.0866820613339,418.22,2,
2021-04-29T18:00:00Z,7,rejection,demand,416.3,416.85,1,
2021-04-29T18:00:00Z,8,role_flip_retest,demand,418.33626033318296,418.45,2,
2021-04-29T18:00:00Z,9,rejection,demand,416.9,417.31,1,
2021-04-29T19:00:00Z,10,touch,supply,420.33,420.72,1,
2021-04-29T20:00:00Z,11,created,demand,416.44,417.1711421753041,1,pivot
2021-04-30T14:30:00Z,6,role_flip_retest,demand,418.0866820613339,418.22,2,
2021-04-30T15:00:00Z,5,role_flip_retest,supply,417.5323495740133,418.25,3,
2021-04-30T15:00:00Z,6,broken,demand,418.0866820613339,418.22,2,
2021-04-30T15:00:00Z,8,broken,demand,418.33626033318296,418.45,2,
2021-04-30T15:00:00Z,10,rejection,supply,420.33,420.72,1,
2021-04-30T16:00:00Z,11,touch,demand,416.44,417.1711421753041,1,
2021-04-30T18:00:00Z,2,touch,demand,416.1,416.78,3,
2021-04-30T18:00:00Z,7,touch,demand,416.3,416.85,1,
2021-04-30T18:00:00Z,9,broken,demand,416.9,417.31,1,
2021-04-30T19:00:00Z,2,rejection,demand,416.1,416.78,3,
2021-04-30T19:00:00Z,7,rejection,demand,416.3,416.85,1,
2021-05-03T14:30:00Z,5,broken,supply,417.5323495740133,418.25,3,
2021-05-03T16:00:00Z,5,role_flip_retest,demand,417.5323495740133,418.25,3,
2021-05-03T16:00:00Z,12,created,demand,416.34,417.07,1,pivot
2021-05-03T17:00:00Z,13,created,supply,419.49,419.84,1,pivot
2021-05-03T20:00:00Z,8,role_flip_retest,supply,418.33626033318296,418.45,2,
2021-05-04T14:30:00Z,2,broken,demand,416.1,416.78,3,
2021-05-04T14:30:00Z,5,broken,demand,417.5323495740133,418.25,3,
2021-05-04T14:30:00Z,7,broken,demand,416.3,416.85,1,
2021-05-04T14:30:00Z,11,broken,demand,416.44,417.1711421753041,1,
2021-05-04T14:30:00Z,12,broken,demand,416.34,417.07,1,
2021-05-04T14:30:00Z,14,created,supply,418.57,419.27,1,order_block
2021-05-04T14:30:00Z,14,volume_confluence,supply,418.57,419.27,2,POC:2021-05-03:418.613750
2021-05-04T16:00:00Z,4,touch,demand,411.13,411.83,1,
2021-05-04T17:00:00Z,4,rejection,demand,411.13,411.83,1,
2021-05-04T19:00:00Z,15,created,demand,411.67,412.12,1,pivot
2021-05-05T14:30:00Z,9,role_flip_retest,supply,416.9,417.31,2,
2021-05-05T15:00:00Z,11,role_flip_retest,supply,416.44,417.1711421753041,2,
2021-05-05T16:00:00Z,9,broken,supply,416.9,417.31,2,
2021-05-05T16:00:00Z,11,broken,supply,416.44,417.1711421753041,2,
2021-05-05T17:00:00Z,5,role_flip_retest,supply,417.5323495740133,418.25,3,
2021-05-05T20:00:00Z,2,role_flip_retest,supply,416.1,416.78,3,
2021-05-05T20:00:00Z,7,role_flip_retest,supply,416.3,416.85,2,
2021-05-05T20:00:00Z,12,role_flip_retest,supply,416.34,417.07,2,
2021-05-05T20:00:00Z,16,created,supply,417.4587223285406,417.63,1,pivot
2021-05-05T20:00:00Z,2,volume_confluence,supply,416.1,416.78,4,POC:2021-05-05:416.565208
2021-05-05T20:00:00Z,7,volume_confluence,supply,416.3,416.85,3,POC:2021-05-05:416.565208
2021-05-05T20:00:00Z,12,volume_confluence,supply,416.34,417.07,3,POC:2021-05-05:416.565208
2021-05-06T16:00:00Z,2,broken,supply,416.1,416.78,4,
2021-05-06T16:00:00Z,16,touch,supply,417.4587223285406,417.63,1,
2021-05-06T17:00:00Z,2,role_flip_retest,demand,416.1,416.78,4,
2021-05-06T17:00:00Z,7,broken,supply,416.3,416.85,3,
2021-05-06T18:00:00Z,16,rejection,supply,417.4587223285406,417.63,1,
2021-05-06T18:00:00Z,17,created,demand,413.67,414.50088271314974,1,pivot
2021-05-06T19:00:00Z,16,merged,supply,416.9,417.63,2,pivot;geometry=updated
2021-05-06T19:00:00Z,16,qualified,supply,416.9,417.63,2,pivot|repeated_pivot
2021-05-06T20:00:00Z,5,broken,supply,417.5323495740133,418.25,3,
2021-05-06T20:00:00Z,7,role_flip_retest,demand,416.3,416.85,3,
2021-05-06T20:00:00Z,8,broken,supply,418.33626033318296,418.45,2,
2021-05-06T20:00:00Z,9,role_flip_retest,demand,416.9,417.31,2,
2021-05-06T20:00:00Z,11,role_flip_retest,demand,416.44,417.1711421753041,2,
2021-05-06T20:00:00Z,12,broken,supply,416.34,417.07,3,
2021-05-06T20:00:00Z,14,touch,supply,418.57,419.27,2,
2021-05-06T20:00:00Z,16,broken,supply,416.9,417.63,2,
2021-05-06T20:00:00Z,19,created,demand,415.66,416.23,1,order_block
2021-05-06T20:00:00Z,11,volume_confluence,demand,416.44,417.1711421753041,3,POC:2021-05-05:416.565208
2021-05-07T14:30:00Z,10,broken,supply,420.33,420.72,1,
2021-05-07T14:30:00Z,13,broken,supply,419.49,419.84,1,
2021-05-07T14:30:00Z,14,broken,supply,418.57,419.27,2,
2021-05-07T19:00:00Z,20,created,supply,422.54,422.82,1,pivot
2021-05-10T14:30:00Z,6,broken_zone_expired,demand,418.0866820613339,418.22,2,
2021-05-10T17:00:00Z,20,touch,supply,422.54,422.82,1,
2021-05-10T18:00:00Z,20,rejection,supply,422.54,422.82,1,
2021-05-10T18:00:00Z,21,created,demand,421.03,421.59,1,pivot
2021-05-10T19:00:00Z,14,role_flip_retest,demand,418.57,419.27,3,
2021-05-10T19:00:00Z,21,broken,demand,421.03,421.59,1,
2021-05-10T19:00:00Z,22,created,supply,421.7805924001876,422.48,1,order_block
2021-05-10T19:00:00Z,22,volume_confluence,supply,421.7805924001876,422.48,2,POC:2021-05-07:421.981250
2021-05-10T20:00:00Z,14,broken,demand,418.57,419.27,3,
2021-05-11T14:30:00Z,2,broken,demand,416.1,416.78,4,
2021-05-11T14:30:00Z,7,broken,demand,416.3,416.85,3,
2021-05-11T14:30:00Z,9,broken,demand,416.9,417.31,2,
2021-05-11T14:30:00Z,11,broken,demand,416.44,417.1711421753041,3,
2021-05-11T14:30:00Z,17,touch,demand,413.67,414.50088271314974,1,
2021-05-11T14:30:00Z,19,broken,demand,415.66,416.23,1,
2021-05-11T15:00:00Z,1,touch,demand,410.59,410.85,1,
2021-05-11T15:00:00Z,4,touch,demand,411.13,411.83,1,
2021-05-11T15:00:00Z,15,touch,demand,411.67,412.12,1,
2021-05-11T15:00:00Z,17,broken,demand,413.67,414.50088271314974,1,
2021-05-11T15:00:00Z,23,created,supply,413.8926372096254,414.89,1,order_block
2021-05-11T16:00:00Z,1,rejection,demand,410.59,410.85,1,
2021-05-11T16:00:00Z,4,rejection,demand,411.13,411.83,1,
2021-05-11T16:00:00Z,15,rejection,demand,411.67,412.12,1,
2021-05-11T17:00:00Z,17,role_flip_retest,supply,413.67,414.50088271314974,2,
2021-05-11T18:00:00Z,24,created,demand,410.06,411.24181492547314,1,pivot
2021-05-12T14:30:00Z,15,broken,demand,411.67,412.12,1,
