decision_timestamp,entry_timestamp,exit_timestamp,side,rrms_tier,quantity,entry_price,stop_price,target_price,exit_price,exit_reason,gross_pnl,costs,net_pnl,result_r,equity_after
2021-05-23T22:00:00Z,2021-05-23T22:00:00Z,2021-05-23T22:15:00Z,long,0,87400,1.4156990919999999,1.4139828459258132,1.4174153380741865,1.4138838671265985,stop,-158.65065393527846,4.9461110125532946,-163.59676494783176,-1.0906457766966673,99836.40323505217
2021-05-27T10:45:00Z,2021-05-27T10:45:00Z,2021-05-27T11:00:00Z,short,1,358363,1.4132410662000001,1.414216130534849,1.4122660018651512,1.4143151256639865,stop,-384.90317169256576,20.265830391699076,-405.16900208426483,-1.159524092324477,99431.23423296791
2021-05-27T13:00:00Z,2021-05-27T13:00:00Z,2021-05-27T13:30:00Z,short,2,410333,1.41560590065,1.4173021270171515,1.4139096742828483,1.4174013381660429,stop,-736.7272622704483,23.249527186502064,-759.9767894569503,-1.091892978841851,98671.25744351096
2021-05-31T07:30:00Z,2021-05-31T07:30:00Z,2021-05-31T07:30:00Z,short,3,2311484,1.4179507365,1.4185910475058943,1.4173104254941056,1.4186903488792197,stop,-1709.602180768553,131.13700965193402,-1840.739190420487,-1.2436850118094154,96830.51825309047
2021-06-07T02:15:00Z,2021-06-07T02:15:00Z,2021-06-07T06:00:00Z,short,4,1488925,1.4140760077499999,1.4150515150273213,1.4131005004726784,1.4131994175077116,target,1305.1771264990407,84.19202125103678,1220.985105248004,0.8406341529658277,98051.50335833848
2021-06-08T07:15:00Z,2021-06-08T07:15:00Z,2021-06-08T07:15:00Z,short,0,191605,1.41523592655,1.4160035327249811,1.414468320375019,1.4145673331574453,target,128.10583698045508,10.844089071524902,117.26174790893018,0.7972803597830774,98168.7651062474
2021-06-10T12:00:00Z,2021-06-10T12:00:00Z,2021-06-10T12:30:00Z,short,0,117915,1.4100512895,1.4113000955283126,1.4088024834716872,1.4113988865349996,stop,-158.90190438198348,6.65382595014334,-165.5557303321268,-1.124294731678543,98003.20937591528
2021-06-16T11:15:00Z,2021-06-16T11:15:00Z,2021-06-16T12:00:00Z,short,1,274721,1.411201209,1.4124497854356033,1.4099526325643965,1.4125486569205838,stop,-370.17224019074166,15.514867738311374,-385.687107929053,-1.1244188804699766,97617.52226798622
2021-06-16T16:15:00Z,2021-06-16T16:15:00Z,2021-06-16T16:30:00Z,long,2,640245,1.41139379065,1.410326508393561,1.412461072906439,1.4102277855379735,stop,-746.5289429494578,36.13058212092939,-782.6595250703872,-1.1453741839848175,96834.86274291584
2021-07-13T12:00:00Z,2021-07-13T12:00:00Z,2021-07-13T12:30:00Z,long,3,953130,1.3850669479,1.383542998738456,1.386590897061544,1.3834461507285443,stop,-1544.830408029562,52.77505779391649,-1597.6054658234784,-1.0998840878196183,95237.25727709236
2021-07-28T11:45:00Z,2021-07-28T11:45:00Z,2021-07-28T13:30:00Z,long,4,845682,1.3874371138000001,1.385747875455705,1.3891263521442951,1.3856508731044233,stop,-1510.5916039168371,46.903011898826136,-1557.4946158156633,-1.0902561272865061,93679.76266127669
2021-08-02T13:30:00Z,2021-08-02T13:30:00Z,2021-08-02T13:30:00Z,long,0,111798,1.389597265,1.388340361738011,1.3908541682619888,1.3907568084702104,target,129.63464088259596,6.216760494116452,123.4178803884795,0.8782986106617817,93803.18054166518
2021-08-16T11:45:00Z,2021-08-16T11:45:00Z,2021-08-16T13:15:00Z,short,0,145416,1.38695790615,1.3879255036075142,1.3859903086924856,1.3860873280140942,target,126.59599021086936,8.06490291542412,118.53108729544525,0.8424135728058392,93921.71162896062
2021-08-22T22:30:00Z,2021-08-22T22:30:00Z,2021-08-23T00:15:00Z,short,0,103554,1.3623146312999999,1.3636751003933048,1.360954162206695,1.3637705576503323,stop,-150.76699728232404,5.645940513131254,-156.4129377954553,-1.1102406232854614,93765.29869116517
2021-08-25T09:30:00Z,2021-08-25T09:30:00Z,2021-08-25T12:00:00Z,short,1,264751,1.3722239376,1.3734635105562336,1.3709843646437665,1.3710803335492916,target,302.7703160291149,14.525850981820923,288.24446504729394,0.8783169718332683,94053.54315621246
2021-08-31T20:15:00Z,2021-08-31T20:15:00Z,2021-08-31T21:15:00Z,long,0,134899,1.3752512608499998,1.374205441543693,1.3762970801563066,1.3762007393606956,target,128.08370161435576,7.423362467528453,120.66033914682731,0.8552619609311817,94174.20349535928
2021-09-08T09:15:00Z,2021-09-08T09:15:00Z,2021-09-08T11:00:00Z,short,0,125308,1.3758336849000001,1.3769609896954103,1.37470638010459,1.377057376964689,stop,-153.33840524203214,6.8991854636028105,-160.23759070563494,-1.1343426295467307,94013.96590465364
2021-09-08T13:00:00Z,2021-09-08T13:00:00Z,2021-09-08T14:15:00Z,short,1,201762,1.37648863905,1.3781195123565861,1.3748577657434138,1.3749540057870158,target,309.6306764062176,11.10273141815212,298.5279449880655,0.9072466905382343,94312.4938496417
2021-09-13T12:30:00Z,2021-09-13T12:30:00Z,2021-09-13T14:15:00Z,short,0,111526,1.3834131543,1.3846816309419745,1.3821446776580253,1.3822414277854613,target,130.6779712604277,6.1688478584332636,124.50912340199444,0.8801213880919105,94437.0029730437
2021-09-22T09:15:00Z,2021-09-22T09:15:00Z,2021-09-22T10:30:00Z,short,0,117411,1.3632295672499999,1.3644360525504695,1.3620230819495303,1.3645315630741481,stop,-152.86863170907017,6.405383241449771,-159.27401495051996,-1.124382573270218,94277.72895809317
2021-10-12T10:30:00Z,2021-10-12T10:30:00Z,2021-10-12T10:45:00Z,short,1,182294,1.36008978705,1.3618998878073423,1.3582796862926576,1.3619952207994888,stop,-347.3491399293143,9.924395288418294,-357.27353521773256,-1.0827438426816496,93920.45542287544
2021-10-12T15:30:00Z,2021-10-12T15:30:00Z,2021-10-12T17:00:00Z,long,2,322730,1.36024021015,1.3582030798209053,1.3622773404790947,1.3581080056053179,stop,-688.1263727052553,17.545850393414277,-705.6722230986696,-1.0733586740956964,93214.78319977678
2021-10-25T13:15:00Z,2021-10-25T13:15:00Z,2021-10-26T07:00:00Z,long,3,567643,1.3761963270000002,1.3737331217695568,1.3786595322304436,1.3785630260631874,target,1343.4401563247748,31.274397269016937,1312.165759055758,0.9384536243899667,94526.94895883254
2021-10-26T07:15:00Z,2021-10-26T07:15:00Z,2021-10-26T09:15:00Z,short,0,68316,1.37744857185,1.3795240629504224,1.3753730807495776,1.379620629634829,stop,-148.38629962837692,4.0,-152.38629962837692,-1.0747380327541896,94374.56265920417
2021-10-27T17:30:00Z,2021-10-27T17:30:00Z,2021-10-27T19:00:00Z,short,1,321448,1.37521872795,1.376246298470899,1.3741911574291013,1.3742873508101212,target,299.3893188597918,17.67646460010567,281.71285425968614,0.8528728690436584,94656.27551346386
2021-11-15T16:00:00Z,2021-11-15T16:00:00Z,2021-11-15T18:15:00Z,short,0,102965,1.3430909770500001,1.3444699336023016,1.3417120204976987,1.3418059403391336,target,132.31380493437428,5.529008221979444,126.78479671239484,0.8929496512879038,94783.06031017625
2021-11-16T00:45:00Z,2021-11-16T00:45:00Z,2021-11-16T02:30:00Z,long,0,108076,1.3417739176,1.340458423491932,1.3430894117080683,1.3429953954492486,target,132.01244003538426,5.803182565542213,126.20925746984204,0.8877139440042325,94909.2695676461
2021-11-18T15:45:00Z,2021-11-18T15:45:00Z,2021-11-18T17:00:00Z,short,0,84951,1.34729068305,1.3489665075146449,1.3456148585853551,1.349060935170171,stop,-150.38468786064763,4.581155326388435,-154.96584318703606,-1.0885263886644494,94754.30372445907
2021-11-24T06:30:00Z,2021-11-24T06:30:00Z,2021-11-24T07:00:00Z,short,1,336490,1.33790134035,1.3388869250295128,1.3369157556704871,1.338980647114265,stop,-363.1759331075067,18.01488039923701,-381.1908135067437,-1.1494135689834275,94373.11291095232
2021-11-30T07:00:00Z,2021-11-30T07:00:00Z,2021-11-30T08:00:00Z,short,2,541752,1.3321367439,1.3333561415810882,1.330917346218912,1.3334494765109988,stop,-711.1755174737865,28.881733321601992,-740.0572507953885,-1.1202615492822259,93633.05566015693
2021-12-02T14:45:00Z,2021-12-02T14:45:00Z,2021-12-02T18:00:00Z,long,3,901399,1.3313731896,1.329815061134343,1.3329313180656572,1.3297219740800634,stop,-1488.404018455361,47.97417038892091,-1536.3781888442818,-1.0939004458091033,92096.67747131265
2021-12-20T14:45:00Z,2021-12-20T14:45:00Z,2021-12-20T14:45:00Z,short,4,1383224,1.32351234765,1.3245110651859078,1.322513630114092,1.3226062060682,target,1253.396783343603,73.20349380696607,1180.193289536637,0.8543148388297341,93276.87076084928
2022-01-05T11:00:00Z,2022-01-05T11:00:00Z,2022-01-05T11:30:00Z,long,0,114855,1.3533747296,1.3521565437038106,1.3545929154961895,1.3544980939921047,target,129.02401725518504,6.220254663073424,122.80376259211162,0.8777042477485191,93399.6745234414
2022-01-13T19:15:00Z,2022-01-13T19:15:00Z,2022-01-13T20:15:00Z,long,0,136192,1.37192102775,1.3708923368483148,1.3729497186516852,1.3707963743847353,stop,-153.1687911221277,7.470723368630678,-160.63951449075836,-1.1466104262952852,93239.03500895064
2022-02-09T20:15:00Z,2022-02-09T20:15:00Z,2022-02-10T07:15:00Z,short,1,378202,1.3531352739,1.3539981349264785,1.3522724128735215,1.3540929147959233,stop,-362.18170211999046,20.477582308423514,-382.65928442841397,-1.172593764985017,92856.37572452222
2022-02-14T20:45:00Z,2022-02-14T20:45:00Z,2022-02-15T01:00:00Z,long,2,391977,1.35293969915,1.3512814551717327,1.3545979431282673,1.3545031212722483,target,612.8255132125015,21.225106288413038,591.6004069240885,0.910163574009682,93447.97613144631
2022-02-15T13:45:00Z,2022-02-15T13:45:00Z,2022-02-15T14:15:00Z,long,0,54132,1.3549098370500001,1.3523204051177105,1.3574992689822898,1.3522257426893523,stop,-145.29539593059053,4.0,-149.29539593059053,-1.0650937651257484,93298.68073551572
2022-02-16T07:30:00Z,2022-02-16T07:30:00Z,2022-02-16T08:15:00Z,short,1,266065,1.3556650968000001,1.3568924068924482,1.354437786707552,1.3569873893609306,stop,-351.8157702239511,14.434837674608161,-366.2506078985593,-1.1215956090672523,92932.43012761716
2022-02-16T13:45:00Z,2022-02-16T13:45:00Z,2022-02-16T14:30:00Z,long,2,337384,1.35549987835,1.3535717317204035,1.3574280249795967,1.357333005017848,target,618.4676077052168,18.30532819044356,600.1622795147732,0.9225802555030571,93532.59240713193
2022-03-01T02:15:00Z,2022-03-01T02:15:00Z,2022-03-01T06:45:00Z,short,0,103166,1.3412361068999998,1.3425960352498887,1.339876178550111,1.3426900169723561,stop,-149.99408652470905,5.53779844990831,-155.53188497461736,-1.1085794299066973,93377.06052215732
2022-03-03T03:00:00Z,2022-03-03T03:00:00Z,2022-03-03T05:15:00Z,short,1,205503,1.3394412325499998,1.341031567899201,1.3378508972007985,1.341125440108954,stop,-346.1097059877783,11.01728985862866,-357.12699584640694,-1.0927373860363714,93019.93352631091
2022-03-08T18:45:00Z,2022-03-08T18:45:00Z,2022-03-08T21:30:00Z,short,2,313145,1.31142319395,1.3135025482038714,1.3093438396961288,1.3094354937649075,target,622.4383744608015,16.414175875289693,606.0241985855117,0.9307134692105364,93625.95772489642
2022-03-11T00:30:00Z,2022-03-11T00:30:00Z,2022-03-11T01:30:00Z,short,0,82826,1.30956332415,1.3112588948656867,1.3078677534343133,1.3079593041770536,target,132.85455827925412,4.335978584276331,128.5185796949778,0.9151311154553496,93754.4763045914
2022-03-21T09:15:00Z,2022-03-21T09:15:00Z,2022-03-21T10:45:00Z,short,0,118031,1.31483295525,1.3160244321502144,1.3136414783497856,1.3137334332532702,target,129.77768079601526,6.20504638802859,123.57263440798667,0.8786999301214885,93878.04893899939
2022-03-28T04:15:00Z,2022-03-28T04:15:00Z,2022-03-28T05:00:00Z,short,0,129680,1.3152529258499999,1.3163388026094118,1.314167049090588,1.3142590407840242,target,128.8870153557212,6.819902236662005,122.06711311905919,0.8668523554668414,94000.11605211845
2022-03-31T15:15:00Z,2022-03-31T15:15:00Z,2022-04-01T02:30:00Z,short,0,52426,1.3156778961000002,1.3183674021827465,1.3129883900172539,1.3130802992045552,target,136.1816148406012,4.0,132.1816148406012,0.9374579561478791,94132.29766695906
2022-04-05T07:15:00Z,2022-04-05T07:15:00Z,2022-04-05T08:30:00Z,short,0,95407,1.31315307285,1.3146330249067988,1.3116731207932013,1.311764937911657,target,132.43779006250116,5.008711053054748,127.42907900944641,0.9024863825771302,94259.72674596851
2022-04-18T01:30:00Z,2022-04-18T01:30:00Z,2022-04-18T03:00:00Z,long,0,77732,1.3051113514000001,1.3032924223291926,1.3069302804708076,1.3032011918596296,stop,-148.48052139208346,4.054987012253151,-152.5355084043366,-1.0788357955951442,94107.19123756417
2022-04-18T23:00:00Z,2022-04-18T23:00:00Z,2022-04-18T23:30:00Z,long,1,495479,1.3011010707,1.3004363106514703,1.3017658307485296,1.3003452801097246,stop,-374.47836587901884,25.779240729057033,-400.2576066080759,-1.215204672841362,93706.93363095609
2022-04-21T03:15:00Z,2022-04-21T03:15:00Z,2022-04-21T05:15:00Z,long,2,546205,1.3050163447499998,1.303815425161686,1.3062172643383136,1.30612582912981,target,606.0059156741572,28.524378221680433,577.4815374524768,0.8803766268955219,94284.41516840857
2022-05-04T06:45:00Z,2022-05-04T06:45:00Z,2022-05-04T07:00:00Z,short,0,66807,1.2477026546999999,1.2498195906500242,1.2455857187499755,1.2499070780213697,stop,-147.27090883075428,4.0,-151.27090883075428,-1.0696106732217343,94133.1442595778
2022-05-05T09:15:00Z,2022-05-05T09:15:00Z,2022-05-05T10:00:00Z,long,1,183989,1.2552478612,1.2534571856743448,1.2570385367256551,1.2569505440280844,target,313.2749108564188,9.244337447590201,304.03057340882856,0.9228019461399933,94437.17483298664
2022-05-16T09:15:00Z,2022-05-16T09:15:00Z,2022-05-16T10:30:00Z,short,0,54078,1.22239942605,1.2250188757983294,1.2197799763016706,1.2251046271196353,stop,-146.2918634437401,4.0,-150.2918634437401,-1.0609740858452459,94286.8829695429
2022-05-30T14:30:00Z,2022-05-30T14:30:00Z,2022-05-30T15:15:00Z,short,1,258311,1.26434648955,1.2656240319841505,1.2630689471158496,1.2657126256663895,stop,-352.88798636068077,13.070842002213219,-365.958828362894,-1.1089551789611616,93920.92414118
